InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,DayName
551344,15056N,EDWARDIAN PARASOL NATURAL,12,2011-04-28 09:02:00,5.95,16187,United Kingdom,Thursday
563024,23042,PAPER LANTERN 7 POINT SNOW STAR,2,2011-08-11 13:41:00,6.65,14639,United Kingdom,Thursday
538198,21867,PINK UNION JACK  LUGGAGE TAG,3,2010-12-10 11:01:00,1.25,17827,United Kingdom,Friday
579124,23249,VINTAGE RED ENAMEL TRIM PLATE,12,2011-11-28 12:14:00,1.65,15721,United Kingdom,Monday
556476,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-06-12 12:08:00,7.95,17175,United Kingdom,Sunday
544462,22989,SET 2 PANTRY DESIGN TEA TOWELS,3,2011-02-20 14:21:00,3.25,17050,United Kingdom,Sunday
536837,85049A,TRADITIONAL CHRISTMAS RIBBONS,6,2010-12-02 18:15:00,1.25,14395,United Kingdom,Thursday
540410,22090,PAPER BUNTING RETROSPOT,6,2011-01-07 10:04:00,2.95,12530,Germany,Friday
554132,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,2011-05-23 09:43:00,0.83,12360,Austria,Monday
578068,23505,PLAYING CARDS I LOVE LONDON ,1,2011-11-22 15:45:00,1.25,14505,United Kingdom,Tuesday
544895,22430,ENAMEL WATERING CAN CREAM,4,2011-02-24 12:22:00,4.95,14189,United Kingdom,Thursday
560782,23173,REGENCY TEAPOT ROSES ,2,2011-07-21 10:10:00,9.95,14769,United Kingdom,Thursday
550532,20750,RED RETROSPOT MINI CASES,1,2011-04-19 11:02:00,7.95,14606,United Kingdom,Tuesday
567304,23401,RUSTIC MIRROR WITH LACE HEART,1,2011-09-19 13:27:00,6.25,14704,United Kingdom,Monday
562258,21535,RED RETROSPOT SMALL MILK JUG,1,2011-08-03 15:28:00,2.55,16348,United Kingdom,Wednesday
574077,20754,RETROSPOT RED WASHING UP GLOVES,1,2011-11-02 15:56:00,2.1,17999,United Kingdom,Wednesday
537042,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-05 10:45:00,2.95,13838,United Kingdom,Sunday
537418,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-06 15:13:00,2.95,17884,United Kingdom,Monday
580364,22609,PENS ASSORTED SPACEBALL,36,2011-12-02 16:34:00,0.19,13309,United Kingdom,Friday
547079,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-03-20 15:02:00,2.95,15408,United Kingdom,Sunday
581478,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-12-09 08:59:00,1.25,17364,United Kingdom,Friday
557145,23173,REGENCY TEAPOT ROSES ,2,2011-06-17 10:43:00,9.95,17139,United Kingdom,Friday
576592,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,10,2011-11-15 14:47:00,0.79,13614,United Kingdom,Tuesday
538379,21592,RETROSPOT CIGAR BOX MATCHES ,1,2010-12-12 11:26:00,1.25,17126,United Kingdom,Sunday
549449,20685,DOORMAT RED RETROSPOT,2,2011-04-08 14:12:00,7.95,14227,United Kingdom,Friday
576857,22098,BOUDOIR SQUARE TISSUE BOX,1,2011-11-16 15:52:00,0.39,12748,United Kingdom,Wednesday
544074,22078,RIBBON REEL LACE DESIGN ,10,2011-02-15 14:49:00,2.1,14156,EIRE,Tuesday
546486,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-03-14 11:41:00,0.42,15039,United Kingdom,Monday
578468,84596G,SMALL CHOCOLATES PINK BOWL,16,2011-11-24 12:33:00,0.42,16482,United Kingdom,Thursday
578953,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,8,2011-11-27 14:50:00,0.65,13546,United Kingdom,Sunday
559746,23245,SET OF 3 REGENCY CAKE TINS,5,2011-07-12 11:16:00,4.95,16515,United Kingdom,Tuesday
581433,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,12,2011-12-08 15:54:00,1.25,14911,EIRE,Thursday
567656,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,2011-09-21 14:40:00,5.79,14096,United Kingdom,Wednesday
566397,47567B,TEA TIME KITCHEN APRON,1,2011-09-12 12:54:00,5.95,17811,United Kingdom,Monday
571656,23504,PLAYING CARDS JUBILEE UNION JACK,2,2011-10-18 12:43:00,1.25,16393,United Kingdom,Tuesday
550492,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-04-18 14:44:00,7.95,14180,United Kingdom,Monday
547649,20754,RETROSPOT RED WASHING UP GLOVES,3,2011-03-24 12:02:00,2.1,18118,United Kingdom,Thursday
566495,22959,WRAP CHRISTMAS VILLAGE,25,2011-09-13 11:14:00,0.42,15529,United Kingdom,Tuesday
552290,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-05-08 13:32:00,0.85,16007,United Kingdom,Sunday
569897,22960,JAM MAKING SET WITH JARS,2,2011-10-06 16:01:00,4.25,17813,United Kingdom,Thursday
569367,21519,GIN & TONIC DIET GREETING CARD ,12,2011-10-03 15:28:00,0.42,13994,United Kingdom,Monday
565994,22090,PAPER BUNTING RETROSPOT,2,2011-09-08 11:46:00,2.95,13244,United Kingdom,Thursday
563564,22763,KEY CABINET MA CAMPAGNE,2,2011-08-17 14:11:00,9.95,16633,United Kingdom,Wednesday
538827,84509E,SET OF 4 CAROUSEL PLACEMATS ,24,2010-12-14 12:59:00,1.25,14298,United Kingdom,Tuesday
549021,22055,MINI CAKE STAND  HANGING STRAWBERY,8,2011-04-05 16:13:00,1.65,13468,United Kingdom,Tuesday
573665,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-10-31 16:24:00,0.85,13982,United Kingdom,Monday
546998,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-03-18 13:32:00,0.55,16023,United Kingdom,Friday
558552,23199,JUMBO BAG APPLES,100,2011-06-30 12:42:00,1.75,13694,United Kingdom,Thursday
549251,21043,APRON MODERN VINTAGE COTTON,3,2011-04-07 12:16:00,1.95,14449,United Kingdom,Thursday
544908,22129,PARTY CONES CANDY TREE DECORATION,12,2011-02-24 14:27:00,0.85,18056,United Kingdom,Thursday
568657,22196,SMALL HEART MEASURING SPOONS,2,2011-09-28 12:22:00,0.85,16460,United Kingdom,Wednesday
553001,22583,PACK OF 6 HANDBAG GIFT BOXES,6,2011-05-12 15:23:00,2.55,17658,United Kingdom,Thursday
581456,21124,SET/10 BLUE POLKADOT PARTY CANDLES,8,2011-12-08 18:42:00,1.25,17530,United Kingdom,Thursday
578521,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2011-11-24 14:06:00,1.25,17812,United Kingdom,Thursday
554275,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-05-23 13:17:00,0.42,14903,United Kingdom,Monday
567658,23398,HANGING HEART BONHEUR,12,2011-09-21 14:50:00,0.85,14428,United Kingdom,Wednesday
542613,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,5,2011-01-30 14:36:00,4.95,17431,United Kingdom,Sunday
563708,22380,TOY TIDY SPACEBOY  ,5,2011-08-18 15:09:00,2.1,17001,United Kingdom,Thursday
545688,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,2011-03-06 12:42:00,3.25,16033,United Kingdom,Sunday
573328,20828,GLITTER BUTTERFLY CLIPS,1,2011-10-30 11:09:00,2.55,16601,United Kingdom,Sunday
545978,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-03-08 12:19:00,0.29,13975,United Kingdom,Tuesday
575668,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2011-11-10 14:59:00,3.25,18283,United Kingdom,Thursday
557846,22551,PLASTERS IN TIN SPACEBOY,8,2011-06-23 10:44:00,1.65,17365,United Kingdom,Thursday
574053,22867,HAND WARMER BIRD DESIGN,12,2011-11-02 14:04:00,2.1,16379,United Kingdom,Wednesday
553899,23170,REGENCY TEA PLATE ROSES ,12,2011-05-19 17:25:00,1.65,14292,United Kingdom,Thursday
574678,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-11-06 12:36:00,1.25,13365,United Kingdom,Sunday
567823,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-09-22 12:55:00,1.25,12910,United Kingdom,Thursday
574090,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-11-03 09:17:00,3.75,17442,United Kingdom,Thursday
541282,22655,VINTAGE RED KITCHEN CABINET,2,2011-01-17 12:31:00,125.0,17690,United Kingdom,Monday
547357,22285,HANGING HEN ON NEST DECORATION,12,2011-03-22 12:15:00,1.65,17613,United Kingdom,Tuesday
543191,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2011-02-04 11:54:00,0.29,13137,United Kingdom,Friday
558200,22431,WATERING CAN BLUE ELEPHANT,3,2011-06-27 13:00:00,1.95,15976,United Kingdom,Monday
564736,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,2011-08-28 13:42:00,3.25,16353,United Kingdom,Sunday
550275,22366,DOORMAT AIRMAIL ,2,2011-04-15 12:35:00,7.95,13993,United Kingdom,Friday
554326,23284,DOORMAT KEEP CALM AND COME IN,1,2011-05-23 16:32:00,7.95,13737,United Kingdom,Monday
548711,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-04-03 14:24:00,0.55,18116,United Kingdom,Sunday
549959,22559,SEASIDE FLYING DISC,12,2011-04-13 13:47:00,1.25,16097,United Kingdom,Wednesday
545226,22270,HAPPY EASTER HANGING DECORATION,4,2011-03-01 09:33:00,3.75,12428,Finland,Tuesday
564353,22781,GUMBALL MAGAZINE RACK,4,2011-08-24 15:08:00,7.65,15764,United Kingdom,Wednesday
553907,23111,PARISIENNE SEWING BOX,1,2011-05-19 18:21:00,12.5,14551,United Kingdom,Thursday
538999,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2010-12-15 12:09:00,2.1,16003,United Kingdom,Wednesday
545835,21896,POTTING SHED TWINE,2,2011-03-07 13:17:00,2.1,17654,United Kingdom,Monday
573551,22470,HEART OF WICKER LARGE,3,2011-10-31 13:35:00,2.95,15044,United Kingdom,Monday
579446,21616,4 PEAR BOTANICAL DINNER CANDLES,12,2011-11-29 13:43:00,1.25,14121,United Kingdom,Tuesday
577504,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-20 12:36:00,2.08,14159,United Kingdom,Sunday
550188,47566,PARTY BUNTING,8,2011-04-14 18:57:00,4.95,12457,Switzerland,Thursday
538626,20977,36 PENCILS TUBE WOODLAND,3,2010-12-13 12:57:00,1.25,17338,United Kingdom,Monday
563076,20727,LUNCH BAG  BLACK SKULL.,100,2011-08-11 16:12:00,1.45,14646,Netherlands,Thursday
561688,17091J,VANILLA INCENSE IN TIN,36,2011-07-29 08:48:00,0.38,14407,United Kingdom,Friday
572880,21619,4 VANILLA BOTANICAL CANDLES,2,2011-10-26 13:35:00,1.25,16415,United Kingdom,Wednesday
569640,23294,SET OF 6 SNACK LOAF BAKING CASES,80,2011-10-05 12:25:00,0.83,12471,Germany,Wednesday
560260,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-07-17 13:32:00,2.95,14044,United Kingdom,Sunday
575482,23069,EDWARDIAN PHOTO FRAME,4,2011-11-09 16:33:00,6.25,15916,United Kingdom,Wednesday
543597,21623,VINTAGE UNION JACK MEMOBOARD,4,2011-02-10 12:32:00,9.95,12857,United Kingdom,Thursday
537421,22570,FELTCRAFT CUSHION RABBIT,2,2010-12-06 15:25:00,3.75,17218,United Kingdom,Monday
571909,22431,WATERING CAN BLUE ELEPHANT,1,2011-10-19 15:08:00,1.95,15006,United Kingdom,Wednesday
574529,23551,PACK OF 12 PAISLEY PARK TISSUES ,6,2011-11-04 14:06:00,0.39,17233,United Kingdom,Friday
575367,22573,STAR WOODEN CHRISTMAS DECORATION,12,2011-11-09 15:05:00,0.85,15114,United Kingdom,Wednesday
569669,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,2011-10-05 13:47:00,4.25,14730,United Kingdom,Wednesday
542717,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2011-01-31 14:07:00,0.85,17580,United Kingdom,Monday
574038,22986,WRAP GINGHAM ROSE ,25,2011-11-02 12:56:00,0.42,18164,United Kingdom,Wednesday
568399,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-09-27 10:26:00,0.85,16145,United Kingdom,Tuesday
557598,22082,RIBBON REEL STRIPES DESIGN ,5,2011-06-21 11:33:00,1.65,14667,United Kingdom,Tuesday
549937,21755,LOVE BUILDING BLOCK WORD,10,2011-04-13 11:40:00,5.95,15046,United Kingdom,Wednesday
576912,22391,PAPERWEIGHT HOME SWEET HOME,6,2011-11-17 10:01:00,2.55,13756,United Kingdom,Thursday
551125,90158,ST TROPEZ NECKLACE,2,2011-04-26 12:47:00,4.95,17277,United Kingdom,Tuesday
577071,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,2011-11-17 14:56:00,8.5,13969,United Kingdom,Thursday
573876,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,4,2011-11-01 12:48:00,0.85,16360,United Kingdom,Tuesday
543369,22652,TRAVEL SEWING KIT,4,2011-02-07 14:49:00,1.65,16255,United Kingdom,Monday
578420,21175,GIN + TONIC DIET METAL SIGN,2,2011-11-24 11:57:00,2.55,16326,United Kingdom,Thursday
554933,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,2011-05-27 13:26:00,3.95,13232,United Kingdom,Friday
546851,85049G,CHOCOLATE BOX RIBBONS ,12,2011-03-17 13:23:00,1.25,12480,Germany,Thursday
548728,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,2011-04-04 09:55:00,0.42,13198,United Kingdom,Monday
578924,22991,GIRAFFE WOODEN RULER,4,2011-11-27 12:10:00,1.95,16983,United Kingdom,Sunday
553388,23298,SPOTTY BUNTING,3,2011-05-16 16:36:00,4.95,15910,United Kingdom,Monday
551342,21912,VINTAGE SNAKES & LADDERS,8,2011-04-28 08:34:00,3.75,16099,United Kingdom,Thursday
543280,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-06 14:56:00,1.95,14438,United Kingdom,Sunday
552829,85124C,GREEN JUICY FRUIT PHOTO FRAME,2,2011-05-11 13:42:00,2.55,12748,United Kingdom,Wednesday
546246,21955,DOORMAT UNION JACK GUNS AND ROSES,4,2011-03-10 13:28:00,7.95,14841,United Kingdom,Thursday
552296,22383,LUNCH BAG SUKI DESIGN ,3,2011-05-08 14:09:00,1.65,15518,United Kingdom,Sunday
579332,21166,COOK WITH WINE METAL SIGN ,24,2011-11-29 11:41:00,2.08,14408,United Kingdom,Tuesday
560644,22804,CANDLEHOLDER PINK HANGING HEART,10,2011-07-20 11:22:00,2.95,16271,United Kingdom,Wednesday
578846,23332,IVORY WICKER HEART LARGE,4,2011-11-25 17:27:00,1.65,17757,United Kingdom,Friday
576212,23356,LOVE HOT WATER BOTTLE,5,2011-11-14 12:45:00,5.95,18082,United Kingdom,Monday
547223,22549,PICTURE DOMINOES,5,2011-03-21 15:10:00,1.45,12867,United Kingdom,Monday
565915,22082,RIBBON REEL STRIPES DESIGN ,1,2011-09-07 15:52:00,1.65,15752,United Kingdom,Wednesday
542634,22971,QUEENS GUARD COFFEE MUG,6,2011-01-31 10:42:00,2.55,15448,United Kingdom,Monday
552247,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2011-05-06 19:48:00,1.25,12748,United Kingdom,Friday
555515,22974,CHILDRENS DOLLY GIRL MUG,6,2011-06-05 10:47:00,1.65,17690,United Kingdom,Sunday
572513,23393,HOME SWEET HOME CUSHION COVER ,1,2011-10-24 14:36:00,3.75,16728,United Kingdom,Monday
570197,23029,DRAWER KNOB CRACKLE GLAZE GREEN,2,2011-10-07 15:45:00,1.65,13755,United Kingdom,Friday
579470,23369,SET 36 COLOUR PENCILS LOVE LONDON,3,2011-11-29 15:06:00,1.25,16549,United Kingdom,Tuesday
573155,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-10-28 08:34:00,1.25,13632,United Kingdom,Friday
559768,15056N,EDWARDIAN PARASOL NATURAL,12,2011-07-12 11:35:00,5.95,13207,United Kingdom,Tuesday
545998,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-03-08 14:35:00,3.75,13373,United Kingdom,Tuesday
536782,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2010-12-02 15:18:00,1.25,17567,United Kingdom,Thursday
550778,22728,ALARM CLOCK BAKELIKE PINK,4,2011-04-20 13:36:00,3.75,14868,United Kingdom,Wednesday
547365,22804,CANDLEHOLDER PINK HANGING HEART,12,2011-03-22 12:36:00,2.95,12775,Netherlands,Tuesday
549372,22507,MEMO BOARD RETROSPOT  DESIGN,2,2011-04-08 11:28:00,4.95,14958,United Kingdom,Friday
540992,51008,AFGHAN SLIPPER SOCK PAIR,10,2011-01-12 16:57:00,3.45,17364,United Kingdom,Wednesday
576053,22911,PAPER CHAIN KIT LONDON,3,2011-11-13 14:53:00,2.95,16726,United Kingdom,Sunday
543740,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-02-11 13:36:00,5.45,15311,United Kingdom,Friday
555574,23080,RED METAL BOX TOP SECRET,4,2011-06-05 15:46:00,8.25,12417,Belgium,Sunday
579401,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-11-29 12:12:00,2.95,14550,United Kingdom,Tuesday
536643,85099B,JUMBO BAG RED RETROSPOT,3,2010-12-02 11:57:00,1.95,14390,United Kingdom,Thursday
540240,85054,FRENCH ENAMEL POT W LID,12,2011-01-05 15:09:00,1.25,17585,United Kingdom,Wednesday
550939,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-04-21 15:25:00,0.85,16146,United Kingdom,Thursday
554933,22066,LOVE HEART TRINKET POT,10,2011-05-27 13:26:00,0.39,13232,United Kingdom,Friday
561798,21169,YOU'RE CONFUSING ME METAL SIGN ,36,2011-07-29 13:39:00,1.69,14911,EIRE,Friday
576559,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-11-15 13:19:00,14.95,14711,United Kingdom,Tuesday
563720,22211,WOOD STAMP SET FLOWERS,3,2011-08-18 16:24:00,0.83,15867,United Kingdom,Thursday
571280,23319,BOX OF 6 MINI 50'S CRACKERS,1,2011-10-16 13:08:00,2.49,18122,United Kingdom,Sunday
570452,23389,SPACEBOY MINI BACKPACK,4,2011-10-10 15:15:00,4.15,12427,Germany,Monday
577520,23188,VINTAGE  2 METRE FOLDING RULER,1,2011-11-20 13:20:00,1.65,14553,United Kingdom,Sunday
580136,22419,LIPSTICK PEN RED,1,2011-12-01 19:42:00,0.42,17841,United Kingdom,Thursday
537773,22469,HEART OF WICKER SMALL,4,2010-12-08 12:36:00,1.65,16016,United Kingdom,Wednesday
571937,22354,RETROSPOT PADDED SEAT CUSHION,30,2011-10-20 09:28:00,3.39,14911,EIRE,Thursday
569005,22660,DOORMAT I LOVE LONDON,2,2011-09-29 18:30:00,8.25,16268,United Kingdom,Thursday
552727,21912,VINTAGE SNAKES & LADDERS,4,2011-05-11 10:32:00,3.75,14920,United Kingdom,Wednesday
562928,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-08-10 15:29:00,1.25,15494,United Kingdom,Wednesday
571712,22551,PLASTERS IN TIN SPACEBOY,3,2011-10-18 16:46:00,1.65,14056,United Kingdom,Tuesday
555349,22558,CLOTHES PEGS RETROSPOT PACK 24 ,5,2011-06-02 12:08:00,1.65,16729,United Kingdom,Thursday
558196,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-06-27 12:38:00,9.95,16033,United Kingdom,Monday
580673,21175,GIN AND TONIC DIET METAL SIGN,12,2011-12-05 14:30:00,2.55,13089,United Kingdom,Monday
542369,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2011-01-27 13:08:00,2.95,12645,Germany,Thursday
553220,23207,LUNCH BAG ALPHABET DESIGN,10,2011-05-16 09:57:00,1.65,13319,United Kingdom,Monday
553876,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-05-19 14:45:00,0.85,16463,United Kingdom,Thursday
558911,23342,MINT DINER WALL CLOCK,2,2011-07-05 09:23:00,8.5,14189,United Kingdom,Tuesday
563737,22303,COFFEE MUG APPLES DESIGN,6,2011-08-18 18:51:00,2.55,16261,United Kingdom,Thursday
538069,22961,JAM MAKING SET PRINTED,5,2010-12-09 14:08:00,1.45,16795,United Kingdom,Thursday
547829,21136,PAINTED METAL PEARS ASSORTED,16,2011-03-25 15:24:00,1.69,16081,United Kingdom,Friday
571745,22960,JAM MAKING SET WITH JARS,6,2011-10-19 10:48:00,4.25,14911,EIRE,Wednesday
559145,23236,DOILEY STORAGE TIN,6,2011-07-06 14:17:00,2.89,17404,Sweden,Wednesday
566914,22921,HERB MARKER CHIVES ,6,2011-09-15 14:08:00,0.65,15466,United Kingdom,Thursday
538967,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2010-12-15 11:32:00,0.42,13495,United Kingdom,Wednesday
571746,22418,10 COLOUR SPACEBOY PEN,24,2011-10-19 10:56:00,0.85,17043,United Kingdom,Wednesday
539639,22616,PACK OF 12 LONDON TISSUES ,3,2010-12-20 15:26:00,0.29,14083,United Kingdom,Monday
563698,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2,2011-08-18 13:46:00,2.1,14667,United Kingdom,Thursday
571274,22508,DOORSTOP RETROSPOT HEART,2,2011-10-16 12:25:00,3.75,16934,United Kingdom,Sunday
558295,20974,12 PENCILS SMALL TUBE SKULL,24,2011-06-28 10:38:00,0.65,14481,United Kingdom,Tuesday
551161,21070,VINTAGE BILLBOARD MUG ,12,2011-04-26 15:26:00,1.25,18183,United Kingdom,Tuesday
579536,23535,WALL ART BICYCLE SAFETY,4,2011-11-30 09:53:00,5.95,12957,United Kingdom,Wednesday
574290,23217,LAUREL HEART ANTIQUE SILVER,6,2011-11-03 15:18:00,1.25,17403,United Kingdom,Thursday
548987,22804,CANDLEHOLDER PINK HANGING HEART,4,2011-04-05 12:50:00,2.95,14535,United Kingdom,Tuesday
573544,21534,DAIRY MAID LARGE MILK JUG,1,2011-10-31 13:11:00,4.95,12856,United Kingdom,Monday
553004,21792,CLASSIC FRENCH STYLE BASKET GREEN ,1,2011-05-12 16:11:00,3.95,17764,United Kingdom,Thursday
536874,22632,HAND WARMER RED RETROSPOT,1,2010-12-03 11:35:00,2.1,16891,United Kingdom,Friday
536415,21916,SET 12 RETRO WHITE CHALK STICKS,2,2010-12-01 11:57:00,0.42,12838,United Kingdom,Wednesday
579560,23321,SMALL WHITE HEART OF WICKER,2,2011-11-30 11:31:00,1.65,15039,United Kingdom,Wednesday
568660,84581,DOG TOY WITH PINK CROCHET SKIRT,4,2011-09-28 12:33:00,3.75,15134,United Kingdom,Wednesday
572997,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,8,2011-10-27 11:24:00,2.1,17878,United Kingdom,Thursday
540183,20685,DOORMAT RED RETROSPOT,10,2011-01-05 13:37:00,6.75,15093,United Kingdom,Wednesday
550193,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-04-15 09:27:00,0.65,13952,United Kingdom,Friday
577105,22865,HAND WARMER OWL DESIGN,12,2011-11-17 17:16:00,2.1,16076,United Kingdom,Thursday
580999,22744,MAKE YOUR OWN MONSOON CARD KIT,1,2011-12-06 17:49:00,0.79,17883,United Kingdom,Tuesday
576857,22435,SET OF 9 HEART SHAPED BALLOONS,1,2011-11-16 15:52:00,1.25,12748,United Kingdom,Wednesday
575481,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,4,2011-11-09 16:28:00,0.85,15679,United Kingdom,Wednesday
560383,23198,PANTRY MAGNETIC  SHOPPING LIST,24,2011-07-18 12:52:00,1.25,16762,United Kingdom,Monday
549238,84997C,CHILDRENS CUTLERY POLKADOT BLUE,2,2011-04-07 11:30:00,4.15,14667,United Kingdom,Thursday
559141,21179,NO JUNK MAIL METAL SIGN,5,2011-07-06 13:56:00,0.39,15311,United Kingdom,Wednesday
546541,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-03-14 15:11:00,0.85,14911,EIRE,Monday
562560,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,24,2011-08-05 17:12:00,0.83,14156,EIRE,Friday
572103,16237,SLEEPING CAT ERASERS,1,2011-10-20 15:57:00,0.21,17571,United Kingdom,Thursday
560876,22816,CARD MOTORBIKE SANTA,12,2011-07-21 15:14:00,0.42,12626,Germany,Thursday
557070,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-16 15:28:00,4.95,14755,United Kingdom,Thursday
570448,23341,PINK DINER WALL CLOCK,2,2011-10-10 14:55:00,8.5,13224,United Kingdom,Monday
566049,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-09-08 14:28:00,0.55,15730,United Kingdom,Thursday
545696,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-03-06 14:21:00,1.25,15696,United Kingdom,Sunday
544391,22241,GARLAND WOODEN HAPPY EASTER,12,2011-02-18 11:53:00,1.25,15755,United Kingdom,Friday
571681,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-10-18 13:44:00,4.95,16734,United Kingdom,Tuesday
576910,84356,POMPOM CURTAIN,24,2011-11-17 09:51:00,5.95,12477,Germany,Thursday
541120,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-01-14 09:13:00,2.95,12490,France,Friday
539754,22498,WOODEN REGATTA BUNTING,1,2010-12-21 16:06:00,5.95,12748,United Kingdom,Tuesday
554098,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,12,2011-05-22 13:01:00,0.65,14769,United Kingdom,Sunday
538183,20798,CLEAR MILKSHAKE GLASS,12,2010-12-10 10:21:00,2.1,16265,United Kingdom,Friday
574340,22866,HAND WARMER SCOTTY DOG DESIGN,5,2011-11-04 10:08:00,2.1,17377,United Kingdom,Friday
570818,82580,BATHROOM METAL SIGN,1,2011-10-12 12:47:00,0.55,17841,United Kingdom,Wednesday
568568,23296,SET OF 6 TEA TIME BAKING CASES,16,2011-09-28 08:48:00,1.25,14412,United Kingdom,Wednesday
576200,23534,WALL ART STOP FOR TEA ,1,2011-11-14 12:14:00,5.95,15572,United Kingdom,Monday
548952,22766,PHOTO FRAME CORNICE,16,2011-04-05 10:46:00,2.95,15572,United Kingdom,Tuesday
575067,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,2011-11-08 12:45:00,0.65,12583,France,Tuesday
564312,23201,JUMBO BAG ALPHABET,300,2011-08-24 12:52:00,1.79,15769,United Kingdom,Wednesday
578289,21159,MOODY BOY  DOOR HANGER ,1,2011-11-23 14:07:00,0.39,17841,United Kingdom,Wednesday
581425,22115,METAL SIGN EMPIRE TEA,5,2011-12-08 15:31:00,0.79,14796,United Kingdom,Thursday
576824,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,18,2011-11-16 14:26:00,3.75,12910,United Kingdom,Wednesday
580632,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-12-05 12:16:00,2.95,16360,United Kingdom,Monday
558639,22357,KINGS CHOICE BISCUIT TIN,8,2011-07-01 08:55:00,4.25,13492,Switzerland,Friday
577308,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-18 13:14:00,4.25,15088,United Kingdom,Friday
559357,22470,HEART OF WICKER LARGE,40,2011-07-07 18:56:00,2.55,17107,United Kingdom,Thursday
575329,23439,HAND WARMER RED LOVE HEART,1,2011-11-09 13:50:00,2.1,17038,United Kingdom,Wednesday
555859,22440,BALLOON WATER BOMB PACK OF 35,20,2011-06-07 14:22:00,0.42,17987,United Kingdom,Tuesday
